StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40_1,Q40_2,Q41,Q42,Q43,Q44,Q45,Q46,Q47,Q48
3/7/21 9:53,3/7/21 10:01,100,462,TRUE,3/7/21 10:01,R_2uCnOaNBWETglUc,EN,Not at all healthy,Always,Always,Extremely often,Very Often,Extremely often,Very often,No,,Very often,Very often,Sometimes,A great deal,Quite a bit,Rarely,Sometimes,Extremely often,Extremely often,Always,Never,Somewhat,Sometimes,Very often,Once a day,Extremely often,Never,Never,Extremely often,Extremely often,None,Sometimes,Sometimes,Very often,Extremely often,Extremely often,Never,Worsened,Eyes,Body,Eyes,Hair,No,No,,No,,...graduate student pursuing a Masters or PhD,Female,36
3/7/21 9:57,3/7/21 10:02,100,291,TRUE,3/7/21 10:02,R_3OkrfqucGrl0kgE,EN,Not at all healthy,Always,Always,Extremely often,Extremely often,Sometimes,Extremely often,Yes,Very often,,Sometimes,Sometimes,A great deal,A great deal,Always,Rarely,Extremely often,Very often,Very often,Rarely,Somewhat,Sometimes,Extremely often,More than once a day,Extremely often,Never,Rarely,Sometimes,Sometimes,Some,Sometimes,Sometimes,Rarely,Very often,Very often,Sometimes,Worsened,Face,Stomach and legs,stomach,legs,No,Yes,Counseling,Yes,Bulimia,...graduate student pursuing a Masters or PhD,Female,23
3/7/21 10:00,3/7/21 10:06,100,343,TRUE,3/7/21 10:06,R_1EcWz9NhoyKYP2m,EN,Somewhat healthy,Sometimes,Never,Rarely,Sometimes,Never,Rarely,Yes,Sometimes,,Rarely,Not applicable,A little,Not at all,Very often,Rarely,Rarely,Rarely,Rarely,Never,Somewhat,Sometimes,Rarely,Once or twice a month,Rarely,Never,Never,Never,Rarely,Some,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Improved,my hips,my back &. tummy,hair,tummy,No,No,,No,,...fourth year,Female,23
3/7/21 9:58,3/7/21 10:07,100,514,TRUE,3/7/21 10:07,R_2tqYacKoKOGHm0x,EN,Very healthy,Never,Never,Never,Never,Never,Never,No,,Never,Never,Not applicable,Not at all,Not at all,Never,Never,Never,Never,Never,Not applicable,Extremely,Sometimes,Never,Less than once a month,Never,Sometimes,Never,Never,Never,Most,Never,Never,Never,Never,Never,Never,Stayed about the same,gain more weight,lose weight,body weight,Stronger,No,No,,No,,...first year,Male,18
3/7/21 9:58,3/7/21 10:07,100,560,TRUE,3/7/21 10:07,R_22M6MyqXoXZ4qxT,EN,Somewhat healthy,Never,Never,Never,Never,Never,Never,No,,Never,Never,Not applicable,Not at all,Not at all,Rarely,Never,Never,Never,Never,Not applicable,Very,Rarely,Rarely,Less than once a month,Never,Sometimes,Never,Never,Never,Most,Rarely,Never,Never,Never,Never,Sometimes,Stayed about the same,Weight,Acne,Acne,Muscles,No,No,,No,,...first year,Male,20
3/7/21 10:02,3/7/21 10:10,100,441,TRUE,3/7/21 10:10,R_2UaWHoROkpqffg7,EN,Somewhat healthy,Very often,Very often,Very often,Extremely often,Sometimes,Very often,Yes,Rarely,,Sometimes,Never,Quite a bit,Quite a bit,Always,Very often,Sometimes,Rarely,Rarely,Rarely,Slightly,Extremely often,Very often,Less than once a month,Sometimes,Never,Never,Rarely,Rarely,Some,Very often,Very often,Sometimes,Very often,Sometimes,Very often,Worsened,legs,"lower stomach, not defined abs",stomach,legs,No,No,,No,,...third year,Female,21
3/7/21 10:05,3/7/21 10:10,100,250,TRUE,3/7/21 10:10,R_3G0RJI8qtTxMZRe,EN,Very healthy,Rarely,Never,Rarely,Rarely,Never,Never,Yes,Never,,Never,Never,A little,Not at all,Sometimes,Never,Never,Never,Never,Never,Somewhat,Sometimes,Sometimes,Less than once a month,Rarely,Never,Never,Never,Never,Most,Rarely,Sometimes,Rarely,Rarely,Never,Rarely,Stayed about the same,Legs arms skin hair ,Face teeth,Arms ,Stomach ,No,No,,No,,...graduate student pursuing a Masters or PhD,Female,25
3/7/21 10:05,3/7/21 10:11,100,327,TRUE,3/7/21 10:11,R_3qrttNnbtjPjZ5G,EN,Somewhat healthy,Very often,Sometimes,Very often,Very Often,Rarely,Sometimes,Yes,Extremely often,,Rarely,Sometimes,A little,Some,Very often,Rarely,Very often,Very often,Very often,Not applicable,Somewhat,Rarely,Very often,Less than once a month,Rarely,Never,Never,Sometimes,Sometimes,A few,Sometimes,Very often,Rarely,Sometimes,Sometimes,Sometimes,Worsened,face/nose,stomach,face,stomach,Yes,No,,No,,...third year,Female,20
3/7/21 10:09,3/7/21 10:14,100,293,TRUE,3/7/21 10:14,R_21tcQguUxZmQPgT,EN,Very healthy,Rarely,Never,Rarely,Rarely,Never,Never,No,,Rarely,Never,Not applicable,Not at all,Not at all,Sometimes,Rarely,Rarely,Sometimes,Never,Not applicable,Very,Sometimes,Never,Less than once a month,Sometimes,Never,Never,Rarely,Never,Most,Sometimes,Sometimes,Never,Rarely,Never,Rarely,Stayed about the same,My face,My beer gut,,,No,No,,No,,...first year,Male,19
3/7/21 10:12,3/7/21 10:15,100,196,TRUE,3/7/21 10:15,R_XR5RxSfYamdQWn7,EN,Somewhat healthy,Very often,Very often,Sometimes,Extremely often,Rarely,Rarely,Yes,Sometimes,,Rarely,Rarely,A little,A little,Very often,Very often,Rarely,Rarely,Very often,Never,Slightly,Rarely,Rarely,Less than once a month,Rarely,Never,Never,Rarely,Rarely,A few,Sometimes,Very often,Sometimes,Rarely,Very often,Sometimes,Stayed about the same,Hands,Skin,Skin,Legs,No,Yes,Therapy,No,,...graduate student pursuing a Masters or PhD,Female,25
3/7/21 10:16,3/7/21 10:22,100,357,TRUE,3/7/21 10:22,R_57nfCJvFaUxIlih,EN,Somewhat healthy,Sometimes,Sometimes,Sometimes,Very Often,Rarely,Never,No,,Rarely,Never,Not applicable,Not at all,Not at all,Always,Rarely,Sometimes,Never,Rarely,Never,Very,Very often,Sometimes,Less than once a month,Sometimes,Rarely,Never,Rarely,Never,Some,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Worsened,Legs,Stomach,Face,Stomach,No,No,,No,,...third year,Female,20
3/7/21 10:19,3/7/21 10:23,100,283,TRUE,3/7/21 10:23,R_1P8lzUZ3AQLXVmt,EN,A little healthy,Very often,Very often,Sometimes,Extremely often,Never,Never,No,,Very often,Rarely,Never,A little,Some,Always,Very often,Sometimes,Extremely often,Never,Never,Slightly,Very often,Very often,Once a week,Very often,Rarely,Never,Rarely,Never,A few,Very often,Extremely often,Never,Sometimes,Very often,Sometimes,Worsened,Hair,Stomach,Stomach,Legs,No,No,,No,,...first year,Female,19
3/7/21 10:20,3/7/21 10:23,100,197,TRUE,3/7/21 10:23,R_1KrpZttrye3SzRp,EN,Somewhat healthy,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Yes,Rarely,,Rarely,Never,A little,A little,Sometimes,Very often,Very often,Sometimes,Rarely,Rarely,Slightly,Sometimes,Rarely,Less than once a month,Rarely,Never,Never,Never,Never,Some,Rarely,Sometimes,Never,Never,Never,Rarely,Stayed about the same,,,skin - face,arms,Yes,No,,No,,...graduate student pursuing a Masters or PhD,Female,29
3/7/21 10:20,3/7/21 10:25,100,269,TRUE,3/7/21 10:25,R_2UfPq5ar6HwfDgQ,EN,Very healthy,Rarely,Sometimes,Never,Rarely,Never,Never,No,,Never,Never,Never,Not at all,Not at all,Never,Never,Never,Never,Never,Never,Somewhat,Extremely often,Never,Once a week,Never,Never,Never,Never,Never,Most,Rarely,Never,Never,Never,Never,Sometimes,Improved,,,,,No,No,,No,,...first year,Female,18
3/7/21 9:56,3/7/21 10:28,100,1967,TRUE,3/7/21 10:28,R_2vkypPdp8hCYqWF,EN,Extremely healthy,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Yes,Rarely,,Rarely,Rarely,Not at all,Not at all,Rarely,Rarely,Rarely,Rarely,Never,Not applicable,Very,Sometimes,Rarely,Less than once a month,Never,Never,Never,Rarely,Never,Most,Never,Rarely,Rarely,Rarely,Never,Sometimes,Worsened,,,,,No,No,,No,,...fourth year,Male,22
3/7/21 10:26,3/7/21 10:31,100,313,TRUE,3/7/21 10:31,R_etHg251pUhrpnAl,EN,Very healthy,Never,Never,Never,Rarely,Never,Never,Yes,Never,,Never,Never,Not at all,Not at all,Sometimes,Rarely,Rarely,Rarely,Never,Not applicable,Very,Sometimes,Rarely,Once or twice a month,Rarely,Rarely,Never,Never,Rarely,Most,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Stayed about the same,All pretty much the same.,Not really any part.,None,None,No,No,,No,,...first year,Male,26
3/7/21 10:27,3/7/21 10:32,100,274,TRUE,3/7/21 10:32,R_11YKeQDLG0dPxsy,EN,Somewhat healthy,Very often,Sometimes,Sometimes,Very Often,Never,Rarely,No,,Sometimes,Rarely,Very often,A little,Some,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Slightly,Very often,Very often,Less than once a month,Sometimes,Never,Sometimes,Never,Never,Most,Rarely,Sometimes,Never,Sometimes,Sometimes,Rarely,Worsened,Eyes,Stomach,Stomach,Height,No,No,,No,,...first year,Female,20
3/7/21 10:23,3/7/21 10:32,100,501,TRUE,3/7/21 10:32,R_1I5Dtli4hM3m1lU,EN,Somewhat healthy,Very often,Sometimes,Sometimes,Very Often,Rarely,Rarely,No,,Rarely,Very often,Not applicable,Not at all,A little,Very often,Rarely,Sometimes,Rarely,Sometimes,Rarely,Somewhat,Rarely,Very often,Less than once a month,Never,Very often,Never,Rarely,Never,A few,Very often,Sometimes,Sometimes,Sometimes,Very often,Very often,Worsened,Weight,curves,hips,legs,No,No,,No,,...second year,Female,19
3/7/21 10:31,3/7/21 10:36,100,265,TRUE,3/7/21 10:36,R_29b7dO3ZwzLX1ym,EN,A little healthy,Sometimes,Rarely,Sometimes,Very Often,Rarely,Very often,Yes,Rarely,,Rarely,Rarely,Not at all,A little,Very often,Rarely,Sometimes,Rarely,Sometimes,Rarely,Somewhat,Never,,Less than once a month,Sometimes,Never,Never,Rarely,Never,A few,Sometimes,Sometimes,Never,Sometimes,Very often,Sometimes,Stayed about the same,eyes,weight,legs,arms,Yes,Yes,therapy,Yes,bulimia,...first year,Female,19
3/7/21 10:24,3/7/21 10:39,100,881,TRUE,3/7/21 10:39,R_3p4FVBf0bXriHiD,EN,Very healthy,Never,Never,Never,Never,Never,Never,Yes,Never,,Never,Never,Not at all,Not at all,Rarely,Never,Never,Never,Never,Never,Very,Very often,Very often,Once a week,Rarely,Never,Never,Never,Rarely,Most,Sometimes,Rarely,Rarely,Never,Never,Sometimes,Improved,legs,nose,overall body composition,belly,No,No,,No,,...graduate student pursuing a Masters or PhD,Female,26
3/7/21 10:36,3/7/21 10:41,100,290,TRUE,3/7/21 10:41,R_aXobsnAquLvLLaN,EN,Somewhat healthy,Very often,Rarely,Sometimes,Very Often,Rarely,Sometimes,Yes,Never,,Rarely,Rarely,Not at all,Not at all,Very often,Rarely,Rarely,Sometimes,Sometimes,Never,Not at all,Rarely,Very often,Less than once a month,Very often,Never,Never,Never,Never,Most,Sometimes,Sometimes,Rarely,Very often,Sometimes,Sometimes,Improved,Legs,Stomach/love handles,,,No,No,,No,,...first year,Female,20
3/7/21 10:33,3/7/21 10:41,100,457,TRUE,3/7/21 10:41,R_1nVJ5akNaFNQ9Wu,EN,A little healthy,Very often,Rarely,Sometimes,Extremely often,Rarely,Rarely,Yes,Rarely,,Rarely,Never,A little,Not at all,Always,Rarely,Sometimes,Sometimes,Rarely,Not applicable,Somewhat,Very often,Extremely often,Once a week,Sometimes,Sometimes,Never,Rarely,Never,Most,Rarely,Sometimes,Very often,Sometimes,Rarely,Rarely,Stayed about the same,Biceps,Love Handles ,Back,Shoulders,No,No,,No,,...graduate student pursuing a Masters or PhD,Male,25
3/7/21 10:38,3/7/21 10:43,100,307,TRUE,3/7/21 10:43,R_2riLjZnINPjo788,EN,Very healthy,Sometimes,Rarely,Sometimes,Very Often,Rarely,Sometimes,No,,Sometimes,Sometimes,Not applicable,Not at all,Some,Very often,Never,Never,Rarely,Sometimes,Never,Very,Sometimes,Rarely,Less than once a month,Never,Never,Never,Never,Never,Some,Rarely,Sometimes,Rarely,Sometimes,Never,Sometimes,Improved,arms,legs,stomach area,thighs,Yes,No,,No,,...fourth year,Female,21
3/7/21 10:40,3/7/21 10:44,100,226,TRUE,3/7/21 10:44,R_1d7ftnfYr1AywSO,EN,Somewhat healthy,Very often,Sometimes,Sometimes,Very Often,Never,Rarely,No,,Rarely,Never,Never,Not at all,A little,Very often,Sometimes,Very often,Rarely,Rarely,Never,Somewhat,Very often,Very often,Once or twice a month,Sometimes,Never,Never,Never,Never,Most,Very often,Very often,Never,Very often,Sometimes,Sometimes,Worsened,arms,stomach,stomach,shoulders,No,No,,No,,...first year,Female,19
3/7/21 10:32,3/7/21 10:45,100,732,TRUE,3/7/21 10:45,R_sNoyBEBe9TlSnNT,EN,Somewhat healthy,Very often,Rarely,Sometimes,Very Often,Never,Rarely,No,,Sometimes,Sometimes,Not applicable,A little,A little,Very often,Rarely,Sometimes,Sometimes,Very often,Never,Somewhat,Very often,Sometimes,Once or twice a month,Rarely,Never,Never,Rarely,Never,Some,Sometimes,Rarely,Never,Sometimes,Rarely,Rarely,Worsened,,,,,No,No,,No,,...second year,Female,20
3/7/21 10:40,3/7/21 10:45,100,259,TRUE,3/7/21 10:45,R_6hslbVx0qUOdT9L,EN,Somewhat healthy,Sometimes,Sometimes,Sometimes,Very Often,Rarely,Rarely,No,,Rarely,Rarely,Rarely,A little,A little,Very often,Very often,Very often,Rarely,Rarely,Never,Somewhat,Sometimes,Very often,Once a week,Sometimes,Never,Never,Rarely,Rarely,Most,Sometimes,Extremely often,Rarely,Rarely,Sometimes,Sometimes,Worsened,my ass,stomach,waist,thighs,No,No,,No,,...second year,Female,20
3/7/21 10:41,3/7/21 10:45,100,272,TRUE,3/7/21 10:45,R_2fy43Pyh09aGAYN,EN,Very healthy,Rarely,Sometimes,Rarely,Rarely,Never,Never,Yes,Never,,Never,Very often,Not at all,A little,Rarely,Never,Sometimes,Sometimes,Sometimes,Sometimes,Somewhat,Sometimes,Very often,Once a week,Very often,Never,Never,Never,Never,A few,Very often,Sometimes,Never,Sometimes,Never,Sometimes,Stayed about the same,my booty,my belly,boobs,booty,Yes,No,,No,,...graduate student pursuing a Masters or PhD,Female,40
3/7/21 10:41,3/7/21 10:46,100,306,TRUE,3/7/21 10:46,R_2WYcCNQNnjFtjHL,EN,A little healthy,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,No,,Rarely,Rarely,Not applicable,Some,Some,Sometimes,Very often,Very often,Sometimes,Sometimes,Not applicable,Slightly,Rarely,Rarely,Less than once a month,Very often,Never,Never,Never,Never,Some,Rarely,Rarely,Never,Very often,Very often,Sometimes,Stayed about the same,My nose is pretty nice,My gut and my like 6 chins,Chin fat,Eye bags,No,No,,No,,...first year,Female,19
3/7/21 10:44,3/7/21 10:49,100,338,TRUE,3/7/21 10:49,R_1mgBMjBQyNkHA7J,EN,Somewhat healthy,Rarely,Never,Never,Rarely,Never,Sometimes,No,,Rarely,Very often,Sometimes,Not at all,Not at all,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Never,Somewhat,Rarely,Extremely often,Once or twice a month,Sometimes,Never,Never,Never,Sometimes,Most,Rarely,Extremely often,Never,Sometimes,Sometimes,Very often,Worsened,Eyes,stomach,Acne- Face & Back,Stomach,Yes,No,,No,,...second year,Female,20
3/7/21 10:47,3/7/21 10:50,100,198,TRUE,3/7/21 10:50,R_1l3RgYYba3tYYgd,EN,Somewhat healthy,Very often,Rarely,Very often,Very Often,Rarely,Sometimes,Yes,Sometimes,,Rarely,Rarely,A little,Some,Sometimes,Rarely,Very often,Very often,Sometimes,Not applicable,Slightly,Rarely,Very often,Once or twice a month,Extremely often,Never,Never,Rarely,Sometimes,Some,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Worsened,Pass,Pass,Pass,Pass,No,No,,No,,...second year,Male,19
3/7/21 10:44,3/7/21 10:55,100,658,TRUE,3/7/21 10:55,R_1dsMiXRVqxHQw1G,EN,Very healthy,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,No,,Rarely,Rarely,Sometimes,A little,A little,Very often,Very often,Rarely,Never,Sometimes,Rarely,Very,Sometimes,Rarely,Less than once a month,Rarely,Never,Rarely,Rarely,Never,Some,Sometimes,Sometimes,Rarely,Rarely,Rarely,Very often,Improved,"my chest, shoulder, bust area",legs or side profile ,face,hair,Yes,Yes,therapy,No,,...third year,Female,20
3/7/21 10:54,3/7/21 10:59,100,295,TRUE,3/7/21 10:59,R_2QnTXqazl6Uorq5,EN,Not at all healthy,Very often,Very often,Very often,Very Often,Never,Rarely,Yes,Never,,Never,Rarely,Not at all,Not at all,Always,Very often,Very often,Never,Rarely,Rarely,Slightly,Sometimes,Sometimes,Once or twice a month,Sometimes,Never,Never,Never,Never,A few,Very often,Extremely often,Extremely often,Sometimes,Sometimes,Very often,Worsened,overall shape,tonedness of legs/stomach ect,stomach,nose,No,No,,No,,...first year,Female,19
3/7/21 10:52,3/7/21 10:59,100,425,TRUE,3/7/21 10:59,R_psbyKokA0M4UR8J,EN,Very healthy,Very often,Rarely,Sometimes,Very Often,Never,Rarely,Yes,Never,,Sometimes,Never,A little,Some,Always,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Very,Very often,Very often,Once or twice a month,Rarely,Never,Never,Rarely,Rarely,All,Rarely,Very often,Rarely,Rarely,Sometimes,Sometimes,Improved,My legs,My abdominal area (from the backside),Glutes,Core,Yes,Yes,"I saw a Therapist and a Dietician, but I was manipulated into both",Yes,"Unspecified Eating Disorder, but I was misdiagnosed after talking to a Psychiatrist",...third year,Female,20
3/7/21 10:53,3/7/21 11:00,100,390,TRUE,3/7/21 11:00,R_2AX1KvML2bgpfjG,EN,Somewhat healthy,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Yes,Never,,Never,Rarely,Not at all,Not at all,Sometimes,Very often,Rarely,Rarely,Never,Not applicable,Somewhat,Very often,Very often,Less than once a month,Never,Very often,Never,Never,Never,A few,Very often,Extremely often,Rarely,Very often,Sometimes,Extremely often,Worsened,"I love my eyes, sexual organs, and hair","Just my overall body image, I look like a skinny noodle and can never gain weight. ",face,hair,No,No,,No,,...first year,Male,18
3/7/21 10:55,3/7/21 11:00,100,331,TRUE,3/7/21 11:00,R_zUndIIYvxfpPOEx,EN,Very healthy,Sometimes,Sometimes,Very often,Very Often,Rarely,Sometimes,Yes,Rarely,,Never,Never,Some,Not at all,Very often,Sometimes,Very often,Very often,Rarely,Never,Not at all,Sometimes,Very often,Less than once a month,Sometimes,Never,Never,Rarely,Rarely,None,Always,Extremely often,Sometimes,Very often,Sometimes,Very often,Stayed about the same,My legs,my skin ,skin,hair,No,No,,No,,...third year,Female,21
3/7/21 5:13,3/7/21 11:01,100,20882,TRUE,3/7/21 11:01,R_3fOVkXPyOwRLoWJ,EN,A little healthy,Sometimes,Very often,Very often,Very Often,Sometimes,Sometimes,Yes,Rarely,,Never,Not applicable,Some,A little,Very often,Rarely,Rarely,Rarely,Never,Not applicable,Somewhat,Rarely,Sometimes,Once a day,Sometimes,Rarely,Never,Rarely,Rarely,Some,Rarely,Rarely,Rarely,Rarely,Rarely,Very often,Improved,The front of my face,The side of my face. Aka: The double chin when you look from the sides and also no jawline,My legs,My arms,No,No,,No,,...second year,Male,20
3/7/21 10:57,3/7/21 11:01,100,275,TRUE,3/7/21 11:01,R_3mlTuaNEdhNYT92,EN,Very healthy,Sometimes,Never,Sometimes,Very Often,Rarely,Rarely,No,,Sometimes,Never,Not applicable,Not at all,Not at all,Rarely,Rarely,Sometimes,Sometimes,Rarely,Never,Somewhat,Sometimes,Rarely,Once or twice a month,Rarely,Never,Never,Never,Very often,Some,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Stayed about the same,Eyes ,Height/weight ,Eyes,Chest ,No,No,,No,,...graduate student pursuing a Masters or PhD,Female,33
3/7/21 10:56,3/7/21 11:01,100,303,TRUE,3/7/21 11:01,R_3PR0Bt2FEJZtOTM,EN,A little healthy,Very often,Sometimes,Very often,Extremely often,Rarely,Sometimes,Yes,Very often,,Rarely,Rarely,A little,A little,Very often,Rarely,Rarely,Sometimes,Sometimes,Rarely,Very,Extremely often,Extremely often,Less than once a month,Sometimes,Never,Rarely,Rarely,Rarely,Most,Rarely,Sometimes,Rarely,Very often,Very often,Rarely,Stayed about the same,Muscle ,Bloated stomach,Bloated Stomach,Legs,No,No,,Yes,ARFID,...first year,Female,18
3/7/21 10:47,3/7/21 11:02,100,851,TRUE,3/7/21 11:02,R_2QrgOM180sqGxWK,EN,Not at all healthy,Always,Always,Never,Extremely often,Never,Never,Yes,Extremely often,,Never,Sometimes,A great deal,Some,Always,Extremely often,Extremely often,Extremely often,Very often,Not applicable,Extremely,Extremely often,Never,More than once a day,Extremely often,Extremely often,Never,Never,Extremely often,All,Always,Extremely often,Extremely often,Never,Never,Extremely often,Worsened,My boiler,My arms,My boiler,My barrel,No,No,,No,,...fourth year,Male,21
3/7/21 10:53,3/7/21 11:02,100,533,TRUE,3/7/21 11:02,R_3EciKnubwaXOpJl,EN,Very healthy,Sometimes,Rarely,Rarely,Sometimes,Never,Never,No,,Rarely,Never,Not applicable,Not at all,Not at all,Sometimes,Never,Rarely,Rarely,Never,Not applicable,Not at all,Very often,Very often,Less than once a month,Never,Never,Never,Rarely,Never,Most,Never,Rarely,Rarely,Never,Never,Sometimes,Improved,muscles,height,muscles,hair,No,No,,No,,...second year,Male,20
3/7/21 10:52,3/7/21 11:02,100,600,TRUE,3/7/21 11:02,R_1IgFYIR95vMGfwH,EN,Very healthy,Very often,Sometimes,Sometimes,Very Often,Never,Rarely,Yes,Sometimes,,Never,Never,Some,Some,Always,Sometimes,Sometimes,Sometimes,Very often,Never,Somewhat,Extremely often,Very often,Less than once a month,Rarely,Sometimes,Never,Rarely,Never,A few,Never,Sometimes,Rarely,Never,Sometimes,Very often,Stayed about the same,Legs ,Muscle mass (would like more but currently injured/ exercise limited),Amount of muscle,Stomach,Yes,No,,No,,...graduate student pursuing a Masters or PhD,Female,23
3/6/21 20:12,3/7/21 11:06,100,53616,TRUE,3/7/21 11:06,R_1HeILjkkKA9ELDN,EN,Somewhat healthy,Very often,Sometimes,Very often,Sometimes,Rarely,Sometimes,Yes,Rarely,,Very often,Rarely,A little,A little,Very often,Rarely,Very often,Sometimes,Sometimes,Rarely,Somewhat,Sometimes,Rarely,Once a day,Very often,Never,Never,Rarely,Rarely,Most,Sometimes,Rarely,Rarely,Very often,Sometimes,Sometimes,Worsened,My eyes,"My weight, stomach",Stomach,Complexation ,No,No,,No,,...second year,Female,20
3/7/21 11:02,3/7/21 11:06,100,231,TRUE,3/7/21 11:06,R_3lVQIatlSHJvee6,EN,A little healthy,Always,Always,Very often,Very Often,Sometimes,Sometimes,Yes,Sometimes,,Sometimes,Very often,Quite a bit,Quite a bit,Very often,Rarely,Sometimes,Sometimes,Sometimes,Very often,Slightly,Very often,Very often,Less than once a month,Sometimes,Never,Never,Rarely,Rarely,Some,Rarely,Rarely,Sometimes,Sometimes,Very often,Rarely,Worsened,my butt,my thighs and stomach,thighs,butt,No,No,,No,,...third year,Female,21
3/7/21 11:00,3/7/21 11:08,100,441,TRUE,3/7/21 11:08,R_1gwLm4ymBYcohxw,EN,Very healthy,Sometimes,Sometimes,Sometimes,Very Often,Rarely,Sometimes,No,,Rarely,Never,Rarely,Not at all,A little,Very often,Very often,Very often,Rarely,Always,Rarely,Not at all,Sometimes,Sometimes,Less than once a month,Sometimes,Never,Rarely,Sometimes,Never,Most,Never,Rarely,Never,Rarely,Never,Rarely,Stayed about the same,i really like my eyes and my freckles!! and my hair,"my nose, my butt, my stomach, my legs",hair,eyes,No,No,,No,,...first year,Female,19
3/7/21 11:01,3/7/21 11:08,100,407,TRUE,3/7/21 11:08,R_1IbeinfQNHNGMPu,EN,Very healthy,Rarely,Sometimes,Rarely,Sometimes,Never,Never,Yes,Never,,Never,Rarely,Not at all,Not at all,Very often,Sometimes,Rarely,Rarely,Rarely,Never,Somewhat,Very often,Sometimes,Less than once a month,Rarely,Never,Never,Never,Never,Some,Sometimes,Very often,Sometimes,Never,Rarely,Never,Improved,My tits,My breasts,Legs and Glutes,My face :),Yes,No,,No,,...second year,Female,19
3/7/21 11:03,3/7/21 11:11,100,485,TRUE,3/7/21 11:11,R_2dM8HebADRQUPtA,EN,A little healthy,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Yes,Sometimes,,Very often,Very often,Some,Some,Sometimes,Sometimes,Rarely,Sometimes,Very often,Sometimes,Somewhat,Sometimes,Extremely often,Once a week,Extremely often,Never,Sometimes,Sometimes,Very often,A few,Very often,Very often,Sometimes,Sometimes,Very often,Sometimes,Worsened,my face,my arms,face,chest,Yes,Yes,counselor ,Yes,binge eating disorder,...second year,Female,20
3/7/21 11:06,3/7/21 11:11,100,293,TRUE,3/7/21 11:11,R_2EcbuCYLIBG4A2G,EN,Very healthy,Sometimes,Rarely,Rarely,Sometimes,Never,Never,No,,Never,Rarely,Not applicable,A little,A little,Very often,Sometimes,Rarely,Rarely,Rarely,Rarely,Slightly,Sometimes,Rarely,Less than once a month,Never,Never,Never,Never,Never,Most,Sometimes,Sometimes,Rarely,Never,Sometimes,Rarely,Worsened,legs,double chin,hair,tummy,No,No,,No,,...first year,Female,18
3/7/21 11:02,3/7/21 11:13,100,645,TRUE,3/7/21 11:13,R_3n8U1WtH58z322h,EN,Very healthy,Sometimes,Never,Rarely,Sometimes,Never,Never,No,,Never,Never,Not applicable,Not at all,Not at all,Sometimes,Rarely,Rarely,Rarely,Never,Never,Very,Sometimes,Never,Less than once a month,Never,Rarely,Never,Sometimes,Never,Some,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Stayed about the same,Eyes,Figure,My eyes,My nose,No,No,,No,,...second year,Female,19
3/7/21 11:09,3/7/21 11:17,100,443,TRUE,3/7/21 11:17,R_9zZZOPe59wd9Tu9,EN,Somewhat healthy,Sometimes,Never,Rarely,Very Often,Rarely,Never,No,,Rarely,Rarely,Not applicable,A little,A little,Sometimes,Never,Rarely,Rarely,Rarely,Not applicable,Somewhat,Extremely often,Sometimes,Once a day,Rarely,Sometimes,Never,Never,Never,Some,Sometimes,Rarely,Rarely,Rarely,Sometimes,Rarely,Stayed about the same,Arks,Chest,Legs,Arms,No,No,,No,,...second year,Male,20
3/7/21 11:13,3/7/21 11:17,100,233,TRUE,3/7/21 11:17,R_5imm28ie1yjhytX,EN,A little healthy,Sometimes,Rarely,Rarely,Rarely,Never,Never,Yes,Never,,Never,Never,Not at all,Not at all,Sometimes,Never,Never,Never,Never,Never,Very,Sometimes,Sometimes,Less than once a month,Rarely,Rarely,Never,Never,Never,Most,Rarely,Never,Never,Never,Never,Sometimes,Stayed about the same,,,,,No,No,,No,,...fifth year or more,Male,22
